customer_id,customer_bod,gender,phone_flag,student,employment,credit_card,balance,income,tenure,default
2650,2001-02-18,Male,1.0,No,Salaried,0.0,0.0,2947978.0,0yrs 0mon,0
2747,2003-10-18,Male,0.0,Yes,,0.0,94766.1,2313665.31,2yrs 6mon,0
8321,1993-10-07,Female,0.0,No,Salaried,0.0,191717.69,5101810.66,5yrs 8mon,0
3575,1984-04-21,,1.0,No,Salaried,0.0,70045.44,5110814.9,1yrs 11mon,0
7225,1995-04-18,Male,1.0,No,Salaried,0.0,113086.48,4162304.16,0yrs 4mon,0
3186,1995-07-05,Female,1.0,No,Self Employed,1.0,133286.51,5666573.71,0yrs 8mon,0
5378,1995-05-19,Male,0.0,No,Salaried,0.0,84259.11,6896208.53,4yrs 5mon,0
8877,1995-01-03,Female,0.0,No,Salaried,0.0,142807.36,5035905.59,5yrs 4mon,0
1400,1996-09-08,Male,1.0,No,Self Employed,0.0,48180.42,3001296.01,4yrs 4mon,0
2049,1994-06-25,Female,1.0,No,Salaried,0.0,80849.72,3001567.58,0yrs 7mon,0
4875,1990-07-11,Male,1.0,No,Salaried,1.0,0.0,4674492.9,0yrs 0mon,0
9459,2002-08-04,,1.0,No,Self Employed,1.0,199076.12,4584494.71,3yrs 2mon,1
4428,1986-09-11,Female,1.0,No,Salaried,0.0,36468.45,5260404.57,0yrs 9mon,0
8675,1984-09-27,Female,0.0,No,Salaried,0.0,12326.57,1646322.82,3yrs 3mon,0
7085,1999-04-18,Female,1.0,No,Salaried,0.0,96029.2,2286158.88,0yrs 5mon,0
1870,1999-01-05,Male,1.0,No,Self Employed,0.0,76759.83,5997275.4,1yrs 1mon,0
2857,1988-07-25,Male,0.0,No,Salaried,0.0,79459.73,3646807.21,1yrs 5mon,0
4865,1981-07-23,Female,1.0,No,Salaried,0.0,116878.9,5512922.64,4yrs 0mon,0
572,1995-04-09,Female,1.0,No,Salaried,0.0,94870.87,5786351.34,3yrs 6mon,0
1503,2009-07-06,,0.0,Yes,,0.0,279945.39,1412428.09,1yrs 3mon,1
4099,1998-04-12,Male,1.0,Yes,,0.0,161434.6,2780328.5,5yrs 10mon,0
4136,2006-05-08,Male,1.0,Yes,,0.0,182136.5,1555038.11,0yrs 6mon,0
2229,2001-04-19,Female,0.0,Yes,,0.0,164576.2,2909826.24,0yrs 7mon,0
360,1995-12-04,Female,1.0,No,Salaried,0.0,26236.72,5878967.45,2yrs 10mon,0
6858,1996-04-10,Male,1.0,No,Salaried,1.0,106591.8,4529472.62,0yrs 7mon,0
4376,1990-12-14,Male,0.0,No,Salaried,0.0,42959.56,3626042.55,5yrs 0mon,0
6402,1989-06-13,,0.0,No,Salaried,1.0,77511.79,4763475.27,1yrs 4mon,0
7294,1990-08-16,,1.0,No,Salaried,0.0,37455.32,4529220.97,1yrs 11mon,0
1137,2002-10-26,,0.0,No,Self Employed,1.0,299882.01,6180515.28,1yrs 3mon,1
5095,2000-01-17,Male,1.0,Yes,Self Employed,0.0,99821.44,2375682.79,1yrs 1mon,0
1708,1999-08-14,Male,0.0,Yes,,0.0,48401.65,2362841.46,2yrs 6mon,0
8409,2009-01-17,Female,1.0,Yes,,0.0,42911.48,2176920.34,0yrs 4mon,0
3781,1996-11-28,Female,1.0,Yes,,0.0,113229.76,2127710.31,0yrs 6mon,0
7286,1999-01-17,Female,1.0,No,Salaried,1.0,88461.23,6499302.95,0yrs 8mon,0
7669,1984-04-16,Male,1.0,No,Salaried,0.0,120674.76,5216613.64,2yrs 4mon,0
2889,1999-02-19,Female,1.0,No,Salaried,1.0,35494.25,6220530.28,0yrs 8mon,0
9015,1999-01-11,Female,1.0,No,Self Employed,0.0,120282.15,5165780.39,2yrs 1mon,0
1117,1999-03-16,Female,1.0,No,Salaried,0.0,93234.58,5409998.42,1yrs 5mon,0
6785,1989-12-05,,1.0,No,Salaried,1.0,60406.95,3502493.29,1yrs 1mon,0
2952,1995-08-25,Male,1.0,No,Salaried,1.0,71904.49,6386173.3,3yrs 5mon,0
8127,2003-11-25,Male,0.0,Yes,,0.0,91161.46,2264568.21,1yrs 3mon,0
6879,2009-05-05,Male,0.0,Yes,Self Employed,0.0,146237.91,2304736.02,2yrs 7mon,0
2638,1990-04-05,Female,1.0,No,Self Employed,1.0,73611.71,4169400.9,4yrs 4mon,0
3441,1984-02-10,Female,1.0,No,Salaried,0.0,93450.23,7063245.69,3yrs 3mon,0
5467,1994-05-27,Female,1.0,No,Salaried,0.0,193058.21,4406532.42,0yrs 8mon,0
4816,1999-02-15,,1.0,Yes,,0.0,76843.74,1792651.99,5yrs 7mon,0
8524,2011-03-26,Male,1.0,Yes,,0.0,182579.39,2162268.52,0yrs 10mon,0
8613,1995-10-06,Male,1.0,No,Salaried,0.0,45492.04,3762111.44,0yrs 11mon,0
3320,1989-12-03,Female,0.0,No,Salaried,1.0,102777.5,8294912.22,1yrs 4mon,0
7426,1992-11-18,Male,0.0,No,Salaried,1.0,137959.19,4156216.52,4yrs 2mon,0
7229,2004-07-09,Male,0.0,Yes,,,136147.17,2515705.52,0yrs 5mon,0
4031,1996-05-19,Male,1.0,No,Self Employed,1.0,177434.57,5038325.73,0yrs 7mon,0
7144,2000-05-12,Male,1.0,No,Salaried,0.0,108154.62,5351321.76,1yrs 7mon,0
409,1990-08-11,Male,1.0,No,Salaried,0.0,53139.63,6608895.7,3yrs 6mon,0
9942,1985-12-10,Male,0.0,No,Salaried,1.0,53917.55,5699331.9,1yrs 3mon,0
804,1996-09-03,,1.0,No,Self Employed,1.0,228313.56,6407289.15,2yrs 0mon,1
2521,1996-09-11,Female,1.0,No,Salaried,0.0,177024.87,5069181.3,0yrs 8mon,0
9677,2002-09-12,Female,0.0,No,Salaried,0.0,130628.97,5265977.91,5yrs 5mon,0
4134,1987-07-18,Female,1.0,No,Self Employed,0.0,142105.26,4609144.26,2yrs 2mon,0
5485,1991-11-17,Male,0.0,No,Salaried,0.0,89794.4,5475239.35,2yrs 9mon,0
5032,1994-04-11,Male,1.0,Yes,Self Employed,0.0,80689.25,1981011.0,1yrs 3mon,0
9114,1990-02-12,Male,1.0,No,Salaried,0.0,18719.17,4511972.16,1yrs 1mon,0
2215,2002-07-26,Male,0.0,Yes,,0.0,40242.95,614249.47,3yrs 1mon,0
3468,1993-12-11,Male,0.0,No,Self Employed,1.0,135300.91,7754249.06,0yrs 11mon,0
6743,2002-10-16,Female,1.0,No,Self Employed,0.0,0.0,3926468.6,0yrs 0mon,0
5725,1996-02-16,Male,0.0,Yes,,0.0,165160.8,2052171.33,0yrs 4mon,0
4160,1999-06-22,Female,0.0,No,Self Employed,1.0,83828.08,3810542.81,1yrs 8mon,1
3146,2002-10-27,Male,0.0,Yes,,0.0,165890.71,2059925.11,1yrs 3mon,0
7059,1986-01-04,Female,1.0,No,Salaried,0.0,137113.96,5046428.46,3yrs 9mon,0
6633,1970-11-05,Male,1.0,No,Salaried,0.0,89339.26,2940801.38,2yrs 2mon,0
5363,1987-09-16,Female,1.0,No,Salaried,0.0,15849.72,6203368.75,0yrs 8mon,0
2442,2001-09-26,Male,1.0,Yes,Self Employed,0.0,120662.58,2655369.62,0yrs 6mon,0
6350,2001-03-09,Female,0.0,Yes,,0.0,46251.72,2594359.61,2yrs 9mon,0
8495,1979-02-23,Male,1.0,No,Salaried,1.0,72362.45,6147574.62,1yrs 0mon,0
8265,1980-03-05,Female,1.0,No,Salaried,1.0,268411.71,4453665.97,0yrs 7mon,1
7780,1991-10-05,Male,0.0,No,Salaried,1.0,66320.71,6082619.56,1yrs 1mon,0
1968,1996-05-11,Male,1.0,Yes,,0.0,95109.31,2561672.81,1yrs 7mon,0
377,1996-11-08,Female,0.0,Yes,,0.0,175162.45,1869050.31,2yrs 6mon,0
454,1989-07-10,Male,0.0,No,Salaried,0.0,132137.96,2178461.32,0yrs 6mon,0
9479,1982-07-12,Male,1.0,No,Salaried,1.0,108769.94,5977878.14,1yrs 2mon,0
8296,1987-06-28,Female,1.0,No,Salaried,1.0,119573.51,6167254.65,0yrs 10mon,0
4775,1995-12-18,Female,1.0,No,Self Employed,0.0,181393.31,6420833.39,0yrs 5mon,1
1790,1984-01-14,Female,1.0,No,Salaried,0.0,111265.41,5324265.97,0yrs 4mon,0
7517,1986-03-28,Female,0.0,No,Salaried,0.0,69090.55,3210909.52,2yrs 0mon,0
879,2002-04-21,Female,1.0,Yes,,0.0,148494.57,2479256.33,1yrs 7mon,0
1098,1988-11-27,Male,1.0,No,Salaried,1.0,53213.64,3577363.61,0yrs 6mon,0
1784,2009-01-19,Male,1.0,Yes,,0.0,134831.41,1929948.69,2yrs 6mon,0
769,2008-04-09,Male,0.0,Yes,,0.0,114435.16,2203568.22,0yrs 5mon,0
3001,1991-01-06,Male,0.0,No,Self Employed,1.0,118935.81,3712985.82,4yrs 5mon,0
982,1996-08-04,Male,1.0,No,Salaried,1.0,235681.76,6066424.14,3yrs 2mon,1
3381,2002-09-27,Male,1.0,Yes,,0.0,135987.96,2009935.37,1yrs 4mon,0
509,1995-12-27,Female,1.0,No,Salaried,0.0,74920.67,5099130.37,3yrs 7mon,0
7940,2002-12-06,Female,1.0,No,Self Employed,0.0,119449.01,4908899.63,3yrs 0mon,0
4776,1995-12-12,Male,1.0,No,Salaried,1.0,72202.76,3782734.18,2yrs 8mon,0
7859,1994-11-17,Female,0.0,No,Salaried,1.0,98459.17,5259563.41,0yrs 6mon,0
3286,2001-08-04,Male,1.0,No,Self Employed,1.0,140015.82,3644113.3,1yrs 9mon,1
9913,2000-12-04,Female,1.0,No,Self Employed,1.0,257867.81,5317190.06,1yrs 10mon,1
6371,1994-12-11,Male,0.0,No,Salaried,1.0,65308.49,5196794.54,2yrs 11mon,0
9177,1994-02-27,Male,1.0,No,Salaried,0.0,99881.34,6208484.53,5yrs 0mon,0
9703,1984-02-25,Female,1.0,No,Salaried,1.0,96539.96,6121778.88,0yrs 5mon,0
3249,1999-11-12,Female,0.0,No,Self Employed,1.0,227798.82,7321345.91,1yrs 4mon,1
6078,1996-01-11,Male,1.0,No,Self Employed,0.0,262466.98,5064614.77,0yrs 9mon,1
9952,1964-12-09,Female,0.0,No,Self Employed,1.0,181872.75,5842621.45,2yrs 2mon,1
2769,1998-02-24,Female,0.0,No,Salaried,0.0,45551.85,3909412.3,0yrs 7mon,0
5385,2000-03-05,Male,1.0,No,Salaried,0.0,28169.23,3299994.43,0yrs 8mon,0
9358,1996-09-27,Male,0.0,No,Salaried,0.0,101567.2,4602307.82,3yrs 11mon,0
8634,1984-11-17,Male,1.0,No,Salaried,1.0,75490.53,3875631.8,4yrs 8mon,0
5043,1988-11-12,Female,0.0,No,Salaried,0.0,158107.78,4887811.68,2yrs 2mon,0
596,2001-06-17,Male,1.0,Yes,,0.0,133281.81,2319309.0,0yrs 5mon,0
2837,1990-01-20,Male,0.0,No,Salaried,1.0,47975.27,4185039.88,1yrs 1mon,0
6607,1992-09-13,Male,0.0,No,Salaried,0.0,81973.75,3793843.87,0yrs 6mon,0
7721,2007-10-11,Female,1.0,Yes,,0.0,78330.68,2819078.79,0yrs 6mon,0
8915,2011-01-16,Female,0.0,Yes,,0.0,142104.53,2788278.81,4yrs 5mon,0
2206,1993-12-24,Female,1.0,No,Salaried,1.0,187015.62,4997799.14,1yrs 1mon,1
9128,1995-10-28,Female,1.0,No,Salaried,0.0,143357.43,4274679.39,1yrs 4mon,0
2180,1993-01-18,Male,1.0,No,Salaried,1.0,135661.55,4208600.81,0yrs 5mon,0
3963,2006-07-13,Female,1.0,Yes,,0.0,165469.57,1719572.55,1yrs 0mon,0
313,1995-05-06,Male,1.0,No,Self Employed,0.0,46321.93,5363283.72,1yrs 11mon,0
3543,1993-08-21,,0.0,No,Salaried,1.0,15006.46,6007145.65,2yrs 1mon,0
9257,1963-02-20,Female,0.0,No,Salaried,1.0,216077.01,5845075.19,4yrs 7mon,1
933,1971-08-19,Male,1.0,No,Self Employed,0.0,149226.48,4516121.57,0yrs 10mon,1
1368,1995-09-26,Male,0.0,No,Salaried,0.0,76348.86,2082690.9,2yrs 10mon,0
9610,1997-09-20,,1.0,No,Salaried,0.0,83246.08,4817864.53,0yrs 6mon,0
73,2001-09-09,Male,1.0,No,Self Employed,0.0,167778.74,4757393.06,0yrs 6mon,0
5656,2000-10-04,Male,1.0,Yes,,0.0,182938.42,1901504.55,3yrs 0mon,0
2133,1994-01-15,Female,1.0,No,Salaried,0.0,79875.34,6611205.89,0yrs 8mon,0
3621,2001-02-25,Female,0.0,No,Salaried,0.0,108982.13,4478354.71,1yrs 4mon,0
447,1988-09-11,Male,1.0,No,Salaried,0.0,0.0,4471508.89,0yrs 0mon,0
2461,2005-09-17,Male,0.0,Yes,Self Employed,0.0,253266.82,2321412.57,4yrs 2mon,1
830,2001-08-19,Female,1.0,No,Salaried,0.0,95464.95,6156376.82,0yrs 9mon,0
9880,1980-12-22,Male,0.0,No,Salaried,1.0,102444.48,5554989.74,0yrs 8mon,0
8870,1978-09-05,Female,0.0,No,Salaried,0.0,172079.08,2383797.05,5yrs 9mon,0
7163,1998-10-05,Female,0.0,No,Self Employed,1.0,0.0,3682167.67,0yrs 0mon,0
4766,1995-11-22,Male,1.0,No,Salaried,0.0,116358.72,4817056.1,1yrs 7mon,0
9539,1997-05-27,Male,0.0,No,Self Employed,1.0,78287.66,5538605.26,0yrs 9mon,1
1317,1987-04-10,,1.0,No,Salaried,0.0,15478.94,6833572.37,1yrs 4mon,0
6313,1993-07-10,Male,1.0,No,Self Employed,0.0,154384.47,5560454.87,3yrs 4mon,0
1880,1991-09-25,Female,0.0,No,Salaried,0.0,68938.94,3795914.91,0yrs 4mon,0
6159,1985-02-09,Male,1.0,No,Salaried,1.0,104007.57,4374326.65,1yrs 4mon,0
9619,2000-06-03,Female,0.0,No,Salaried,0.0,104516.61,4758405.21,4yrs 3mon,0
873,1999-07-09,Male,1.0,No,Salaried,0.0,58166.82,2948348.07,0yrs 5mon,0
4331,1994-07-17,Female,0.0,No,Self Employed,1.0,0.0,4830935.46,0yrs 0mon,0
1103,2000-02-26,Female,1.0,No,Salaried,0.0,111178.76,5990396.07,4yrs 6mon,0
9280,1995-07-12,Male,1.0,No,Salaried,1.0,107438.86,5226488.93,0yrs 7mon,0
6918,1995-01-11,Male,1.0,No,Salaried,1.0,146437.47,4342919.23,1yrs 10mon,0
8413,1996-08-06,Male,0.0,No,Salaried,0.0,80968.39,3127258.33,5yrs 11mon,0
6501,1992-11-06,Male,1.0,No,Salaried,1.0,41422.87,5773373.55,3yrs 4mon,0
4013,2002-10-07,Female,1.0,No,Salaried,0.0,122783.82,4903922.26,0yrs 5mon,0
3459,1999-10-19,,0.0,Yes,,0.0,70031.97,1821562.34,0yrs 5mon,0
964,1976-01-12,Male,0.0,No,Self Employed,1.0,137596.83,5445186.78,5yrs 7mon,0
6504,1999-09-10,Female,0.0,No,Salaried,0.0,535.97,5418949.15,0yrs 7mon,0
6056,1993-08-23,Female,0.0,No,Salaried,0.0,74347.1,4017200.14,0yrs 5mon,0
3137,1989-07-23,,1.0,No,Self Employed,0.0,99691.85,5515078.11,0yrs 9mon,0
2689,2009-04-18,Female,0.0,Yes,Self Employed,0.0,197875.92,1848297.85,4yrs 5mon,0
2665,2001-06-17,Female,1.0,No,Self Employed,0.0,192612.29,3135159.53,3yrs 6mon,0
3307,2002-05-09,Female,1.0,No,Salaried,0.0,156328.17,5241607.83,0yrs 7mon,1
5813,2002-10-04,Female,0.0,Yes,,0.0,38672.02,2307832.69,0yrs 4mon,0
2273,1986-08-08,Male,0.0,No,Salaried,1.0,168866.95,2736821.79,5yrs 2mon,0
4748,2009-03-24,Male,1.0,Yes,,0.0,7076.63,2509791.72,0yrs 5mon,0
2742,2002-05-18,Female,1.0,No,Salaried,1.0,70533.73,3703156.36,0yrs 10mon,0
5413,1998-11-08,Male,0.0,No,Salaried,0.0,48388.8,5159212.37,0yrs 9mon,0
5721,2004-04-16,Female,1.0,Yes,,0.0,77440.66,2414664.27,0yrs 6mon,0
2649,1987-05-16,Male,1.0,No,Salaried,1.0,0.0,6103414.66,0yrs 0mon,0
9877,1999-05-20,Male,0.0,No,Salaried,1.0,153024.82,7075407.96,2yrs 5mon,0
1305,2000-01-19,Male,0.0,Yes,,0.0,123135.39,1971676.93,1yrs 8mon,0
9603,1990-09-06,,1.0,No,Salaried,0.0,82070.63,4485987.92,2yrs 0mon,0
2789,1999-06-09,Male,1.0,Yes,,0.0,121360.18,1692154.84,0yrs 6mon,0
2601,1979-05-04,Female,1.0,Yes,,0.0,0.0,1784976.03,0yrs 0mon,0
7970,2003-02-28,Male,1.0,Yes,,0.0,126671.73,2017267.15,0yrs 10mon,0
2242,1995-12-16,Male,1.0,No,Salaried,0.0,22029.17,6137913.79,1yrs 4mon,0
3177,1999-06-16,Female,0.0,No,Self Employed,0.0,118027.27,3126015.61,1yrs 1mon,0
6596,1999-08-23,Female,1.0,Yes,Self Employed,0.0,209894.66,2563095.79,1yrs 10mon,0
2614,1994-02-05,Male,1.0,No,Salaried,0.0,115833.22,4524629.19,5yrs 2mon,0
1812,1992-08-19,Female,1.0,No,Salaried,0.0,83981.04,5038230.92,0yrs 6mon,0
2915,1990-11-23,Female,1.0,No,Salaried,1.0,44082.19,3588663.34,2yrs 5mon,0
3295,1980-02-06,Female,1.0,No,Self Employed,0.0,14871.3,3397419.71,0yrs 5mon,0
3729,1990-07-05,Female,1.0,No,Salaried,0.0,119550.14,2846518.5,5yrs 7mon,0
8908,2011-07-21,Male,1.0,Yes,,0.0,163105.67,3065818.49,3yrs 3mon,1
1387,1992-12-24,Male,0.0,No,Salaried,1.0,76316.36,5094193.72,1yrs 5mon,0
446,1986-12-23,Male,0.0,No,Salaried,1.0,0.0,3913364.77,0yrs 0mon,0
907,1991-05-09,Female,0.0,No,Salaried,0.0,48721.68,5117068.48,1yrs 0mon,0
8314,2007-03-25,Male,1.0,Yes,,0.0,54205.38,2697971.5,2yrs 9mon,0
4104,1995-04-18,Female,1.0,No,Salaried,0.0,82424.39,3883120.5,0yrs 10mon,0
3087,1974-11-26,Male,1.0,No,Salaried,1.0,76587.54,6457535.75,0yrs 8mon,0
4372,1984-09-25,Male,1.0,No,Self Employed,0.0,246534.3,4484011.81,1yrs 3mon,1
1510,2001-06-28,,0.0,No,Salaried,0.0,72864.0,4393899.53,5yrs 3mon,0
4212,1991-12-11,Female,1.0,No,Self Employed,1.0,42929.35,5462013.13,4yrs 1mon,0
5989,1984-12-11,Male,1.0,No,Salaried,0.0,148541.21,3825621.07,2yrs 9mon,0
6760,1995-05-14,Male,0.0,No,Salaried,0.0,35504.47,2286483.66,4yrs 10mon,0
8218,1976-02-03,,1.0,No,Salaried,0.0,45804.49,3001332.41,1yrs 3mon,0
3548,1998-04-23,Male,0.0,No,Salaried,0.0,35080.13,4924335.51,0yrs 5mon,0
9171,2007-06-13,Female,0.0,Yes,,0.0,168379.62,3384951.8,4yrs 8mon,0
7794,1986-07-20,Female,1.0,No,Salaried,1.0,0.0,5629295.75,0yrs 0mon,0
2094,2001-06-28,Male,1.0,No,Salaried,0.0,48646.57,3419202.09,0yrs 4mon,0
633,1997-12-08,Female,1.0,No,Salaried,0.0,70946.22,4234538.95,5yrs 11mon,0
7174,1995-04-15,Female,1.0,No,Salaried,0.0,21946.92,2554422.0,5yrs 0mon,0
1192,1992-03-27,Female,1.0,No,Self Employed,0.0,45276.04,5070899.18,3yrs 2mon,0
6976,1997-07-14,Male,1.0,No,Salaried,0.0,139508.16,2610423.4,2yrs 7mon,0
1580,1968-09-07,Female,1.0,No,Salaried,1.0,103685.66,3322813.62,0yrs 8mon,0
7084,1993-12-04,Male,1.0,No,Salaried,1.0,110360.69,4868781.53,2yrs 1mon,0
3519,1993-08-21,,1.0,No,Self Employed,0.0,193286.36,3611858.88,0yrs 8mon,0
8842,1992-09-24,Female,1.0,No,Salaried,0.0,102858.09,4162958.66,3yrs 0mon,0
8344,1999-03-11,Male,1.0,Yes,,0.0,161458.99,1468246.52,2yrs 6mon,0
6548,1994-05-18,Female,1.0,Yes,,0.0,124140.53,2292675.39,4yrs 5mon,0
1803,1986-02-18,Male,1.0,No,Self Employed,0.0,158915.6,5625047.31,4yrs 0mon,0
3059,2000-08-16,Male,0.0,Yes,,0.0,165611.61,1697049.05,0yrs 8mon,0
8091,2009-02-25,Male,1.0,Yes,,0.0,68978.19,1977544.66,0yrs 5mon,0
1706,2007-09-24,Female,0.0,Yes,,0.0,101646.78,1648959.25,2yrs 1mon,0
4661,2001-10-17,Male,0.0,No,Self Employed,0.0,125670.2,4706647.07,5yrs 4mon,0
8399,1995-02-20,Female,0.0,No,Salaried,0.0,134006.44,4045941.3,0yrs 7mon,0
3895,1992-05-17,Female,1.0,No,Salaried,1.0,165357.46,4162033.49,4yrs 1mon,0
4898,1992-09-12,Male,0.0,No,Salaried,0.0,105750.78,5007461.53,1yrs 10mon,0
5697,1991-08-04,Male,1.0,No,Salaried,0.0,102981.6,3707128.3,1yrs 4mon,0
7236,1993-02-25,,1.0,No,Salaried,1.0,137009.26,5454619.57,1yrs 6mon,0
6815,1982-01-12,Female,0.0,No,Salaried,1.0,45086.47,4267729.23,1yrs 10mon,0
3483,2002-12-19,Male,1.0,Yes,,0.0,140582.39,2117072.13,1yrs 0mon,0
9318,1973-05-21,Male,1.0,No,Salaried,0.0,152649.22,2580383.44,0yrs 8mon,0
7499,1970-06-04,Female,1.0,No,Salaried,0.0,91090.85,5027022.91,2yrs 1mon,0
7219,1986-08-27,Male,0.0,No,Salaried,0.0,121975.64,5956212.58,2yrs 2mon,0
7223,1985-11-23,Male,1.0,No,Salaried,1.0,58014.59,5313761.59,0yrs 7mon,0
2166,2003-03-23,Male,1.0,Yes,,0.0,123132.54,2518967.57,0yrs 6mon,0
1191,1993-05-05,Female,1.0,No,Salaried,0.0,5317.63,3653910.02,0yrs 5mon,0
1019,1998-05-07,Male,1.0,No,Self Employed,0.0,178653.55,5976395.17,4yrs 9mon,1
5812,1987-09-24,Female,1.0,No,Self Employed,1.0,171572.06,4470709.33,2yrs 3mon,0
6381,2006-07-15,Female,0.0,Yes,,0.0,167269.96,1999017.97,0yrs 8mon,0
4463,2009-02-22,Female,1.0,Yes,,0.0,98369.08,2495139.72,0yrs 7mon,0
3051,1988-06-16,Female,1.0,No,Salaried,1.0,0.0,4999600.81,0yrs 0mon,0
1488,1996-06-15,Male,1.0,No,Salaried,1.0,188113.28,4654242.92,3yrs 2mon,1
9205,1997-07-18,Female,1.0,No,Salaried,1.0,76297.05,4859685.79,1yrs 4mon,0
